no,bw_down,cfu,to0,from1,bw20,olt1
84.D30,0.027000001,WHOLESALE,30,CGW*.MDO,0.178128,MOLT00**DMO*3TP6
84.D31,0.035999998,MOBILE,31,CGW*.BDS,0.237504,MOLT00**DMO*3TP6
84.D32,0.035999998,MOBILE,32,CGW*.MDO,0.237504,MOLT00**DMO*3TP6
84.D33,0.009,RETAIL,33,CNGoogle,0.059376,MOLT00**DMO*3TP6
84.D34,0.009,RETAIL,34,CNFacebook,0.059376,MOLT00**DMO*3TP6
84.D35,0.009,RETAIL,35,CNNetflix,0.059376,MOLT00**DMO*3TP6
84.D36,0.009,RETAIL,36,CNConversant,0.059376,MOLT00**DMO*3TP6
84.D37,0.009,EBIS,37,CNGoogle,0.059376,MOLT00**DMO*3TP6
84.D38,0.009,EBIS,38,CNFacebook,0.059376,MOLT00**DMO*3TP6
84.D39,0.009,EBIS,39,CNNetflix,0.059376,MOLT00**DMO*3TP6
84.D40,0.009,EBIS,40,CNConversant,0.059376,MOLT00**DMO*3TP6
84.D41,0.009,WHOLESALE,41,CNGoogle,0.059376,MOLT00**DMO*3TP6
84.D42,0.009,WHOLESALE,42,CNFacebook,0.059376,MOLT00**DMO*3TP6
84.D43,0.009,WHOLESALE,43,CNNetflix,0.059376,MOLT00**DMO*3TP6
84.D44,0.009,WHOLESALE,44,CNConversant,0.059376,MOLT00**DMO*3TP6
84.D45,0.017999999,MOBILE,45,CNGoogle,0.118752,MOLT00**DMO*3TP6
84.D46,0.017999999,MOBILE,46,CNFacebook,0.118752,MOLT00**DMO*3TP6
84.D47,0.017999999,MOBILE,47,CNNetflix,0.118752,MOLT00**DMO*3TP6
84.D48,0.017999999,MOBILE,48,CNConversant,0.118752,MOLT00**DMO*3TP6
84.D49,0.012,RETAIL,49,CNIptv,0.079168,MOLT00**DMO*3TP6
84.D50,0.012,EBIS,50,CNIptv,0.079168,MOLT00**DMO*3TP6
85.D1,0.007,RETAIL,1,CGW2*.BTC,0.045645,MOLT00**IJK*3*POL
85.D2,0.007,RETAIL,2,CGW*.BDS,0.045645,MOLT00**IJK*3*POL
85.D3,0.007,RETAIL,3,CGW*.MDO,0.045645,MOLT00**IJK*3*POL
85.D4,0.007,RETAIL,4,CGW*.PNK,0.045645,MOLT00**IJK*3*POL
85.D5,0.007,RETAIL,5,TEL#_CGW2*.BDS,0.045645,MOLT00**IJK*3*POL
85.D6,0.007,RETAIL,6,TEL#_CGW2**BDS,0.045645,MOLT00**IJK*3*POL
85.D7,0.007,RETAIL,7,TEL#_CGW*.BDS,0.045645,MOLT00**IJK*3*POL
85.D8,0.007,RETAIL,8,CGW2*.BTC,0.045645,MOLT00**IJK*3*POL
85.D9,0.007,RETAIL,9,CGW*.BDS,0.045645,MOLT00**IJK*3*POL
85.D10,0.007,RETAIL,10,CGW2*.BTC,0.045645,MOLT00**IJK*3*POL
85.D11,0.007,RETAIL,11,CGW*.BDS,0.045645,MOLT00**IJK*3*POL
85.D12,0.007,RETAIL,12,CGW2*.BTC,0.045645,MOLT00**IJK*3*POL
85.D13,0.007,RETAIL,13,CGW*.BDS,0.045645,MOLT00**IJK*3*POL
85.D14,0.007,RETAIL,14,CGW*.MDO,0.045645,MOLT00**IJK*3*POL
85.D15,0.007,RETAIL,15,CGW*.PNK,0.045645,MOLT00**IJK*3*POL
85.D16,0.007,RETAIL,16,TEL#_CGW2*.BDS,0.045645,MOLT00**IJK*3*POL
85.D17,0.007,RETAIL,17,TEL#_CGW2**BDS,0.045645,MOLT00**IJK*3*POL
85.D18,0.007,RETAIL,18,TEL#_CGW*.BDS,0.045645,MOLT00**IJK*3*POL
85.D19,0.007,RETAIL,19,CGW2*.BTC,0.045645,MOLT00**IJK*3*POL
85.D20,0.007,RETAIL,20,CGW*.BDS,0.045645,MOLT00**IJK*3*POL
85.D21,0.007,RETAIL,21,CGW2*.BTC,0.045645,MOLT00**IJK*3*POL
85.D22,0.007,RETAIL,22,CGW*.BDS,0.045645,MOLT00**IJK*3*POL
85.D23,0.007,RETAIL,23,CGW2*.BTC,0.045645,MOLT00**IJK*3*POL
85.D24,0.007,RETAIL,24,CGW*.BDS,0.045645,MOLT00**IJK*3*POL
85.D25,0.007,RETAIL,25,CGW2*.BTC,0.045645,MOLT00**IJK*3*POL
85.D26,0.007,RETAIL,26,CGW*.BDS,0.045645,MOLT00**IJK*3*POL
85.D27,0.014,EBIS,27,CGW2*.BTC,0.09129,MOLT00**IJK*3*POL
85.D28,0.014,EBIS,28,CGW*.BDS,0.09129,MOLT00**IJK*3*POL
85.D29,0.021,WHOLESALE,29,CGW*.BDS,0.136935,MOLT00**IJK*3*POL
85.D30,0.021,WHOLESALE,30,CGW*.MDO,0.136935,MOLT00**IJK*3*POL
85.D31,0.027000001,MOBILE,31,CGW*.BDS,0.18258,MOLT00**IJK*3*POL
85.D32,0.027000001,MOBILE,32,CGW*.MDO,0.18258,MOLT00**IJK*3*POL
85.D33,0.007,RETAIL,33,CNGoogle,0.045645,MOLT00**IJK*3*POL
85.D34,0.007,RETAIL,34,CNFacebook,0.045645,MOLT00**IJK*3*POL
85.D35,0.007,RETAIL,35,CNNetflix,0.045645,MOLT00**IJK*3*POL
85.D36,0.007,RETAIL,36,CNConversant,0.045645,MOLT00**IJK*3*POL
85.D37,0.007,EBIS,37,CNGoogle,0.045645,MOLT00**IJK*3*POL
85.D38,0.007,EBIS,38,CNFacebook,0.045645,MOLT00**IJK*3*POL
85.D39,0.007,EBIS,39,CNNetflix,0.045645,MOLT00**IJK*3*POL
85.D40,0.007,EBIS,40,CNConversant,0.045645,MOLT00**IJK*3*POL
85.D41,0.007,WHOLESALE,41,CNGoogle,0.045645,MOLT00**IJK*3*POL
85.D42,0.007,WHOLESALE,42,CNFacebook,0.045645,MOLT00**IJK*3*POL
85.D43,0.007,WHOLESALE,43,CNNetflix,0.045645,MOLT00**IJK*3*POL
85.D44,0.007,WHOLESALE,44,CNConversant,0.045645,MOLT00**IJK*3*POL
85.D45,0.014,MOBILE,45,CNGoogle,0.09129,MOLT00**IJK*3*POL
85.D46,0.014,MOBILE,46,CNFacebook,0.09129,MOLT00**IJK*3*POL
85.D47,0.014,MOBILE,47,CNNetflix,0.09129,MOLT00**IJK*3*POL
85.D48,0.014,MOBILE,48,CNConversant,0.09129,MOLT00**IJK*3*POL
85.D49,0.009,RETAIL,49,CNIptv,0.06086,MOLT00**IJK*3*POL
85.D50,0.009,EBIS,50,CNIptv,0.06086,MOLT00**IJK*3*POL
86.D1,0.013,RETAIL,1,CGW2*.BTC,0.089247,MOLT00**KDM*2GRL
86.D2,0.013,RETAIL,2,CGW*.BDS,0.089247,MOLT00**KDM*2GRL
86.D3,0.013,RETAIL,3,CGW*.MDO,0.089247,MOLT00**KDM*2GRL
86.D4,0.013,RETAIL,4,CGW*.PNK,0.089247,MOLT00**KDM*2GRL
86.D5,0.013,RETAIL,5,TEL#_CGW2*.BDS,0.089247,MOLT00**KDM*2GRL
86.D6,0.013,RETAIL,6,TEL#_CGW2**BDS,0.089247,MOLT00**KDM*2GRL
86.D7,0.013,RETAIL,7,TEL#_CGW*.BDS,0.089247,MOLT00**KDM*2GRL
86.D8,0.013,RETAIL,8,CGW2*.BTC,0.089247,MOLT00**KDM*2GRL
86.D9,0.013,RETAIL,9,CGW*.BDS,0.089247,MOLT00**KDM*2GRL
86.D10,0.013,RETAIL,10,CGW2*.BTC,0.089247,MOLT00**KDM*2GRL
86.D11,0.013,RETAIL,11,CGW*.BDS,0.089247,MOLT00**KDM*2GRL
86.D12,0.013,RETAIL,12,CGW2*.BTC,0.089247,MOLT00**KDM*2GRL
86.D13,0.013,RETAIL,13,CGW*.BDS,0.089247,MOLT00**KDM*2GRL
86.D14,0.013,RETAIL,14,CGW*.MDO,0.089247,MOLT00**KDM*2GRL
86.D15,0.013,RETAIL,15,CGW*.PNK,0.089247,MOLT00**KDM*2GRL
86.D16,0.013,RETAIL,16,TEL#_CGW2*.BDS,0.089247,MOLT00**KDM*2GRL
86.D17,0.013,RETAIL,17,TEL#_CGW2**BDS,0.089247,MOLT00**KDM*2GRL
86.D18,0.013,RETAIL,18,TEL#_CGW*.BDS,0.089247,MOLT00**KDM*2GRL
86.D19,0.013,RETAIL,19,CGW2*.BTC,0.089247,MOLT00**KDM*2GRL
86.D20,0.013,RETAIL,20,CGW*.BDS,0.089247,MOLT00**KDM*2GRL
86.D21,0.013,RETAIL,21,CGW2*.BTC,0.089247,MOLT00**KDM*2GRL
86.D22,0.013,RETAIL,22,CGW*.BDS,0.089247,MOLT00**KDM*2GRL
86.D23,0.013,RETAIL,23,CGW2*.BTC,0.089247,MOLT00**KDM*2GRL
86.D24,0.013,RETAIL,24,CGW*.BDS,0.089247,MOLT00**KDM*2GRL
86.D25,0.013,RETAIL,25,CGW2*.BTC,0.089247,MOLT00**KDM*2GRL
86.D26,0.013,RETAIL,26,CGW*.BDS,0.089247,MOLT00**KDM*2GRL
86.D27,0.027000001,EBIS,27,CGW2*.BTC,0.178494,MOLT00**KDM*2GRL
86.D28,0.027000001,EBIS,28,CGW*.BDS,0.178494,MOLT00**KDM*2GRL
86.D29,0.039999999,WHOLESALE,29,CGW*.BDS,0.267741,MOLT00**KDM*2GRL
86.D30,0.039999999,WHOLESALE,30,CGW*.MDO,0.267741,MOLT00**KDM*2GRL
86.D31,0.054000001,MOBILE,31,CGW*.BDS,0.356988,MOLT00**KDM*2GRL
86.D32,0.054000001,MOBILE,32,CGW*.MDO,0.356988,MOLT00**KDM*2GRL
86.D33,0.013,RETAIL,33,CNGoogle,0.089247,MOLT00**KDM*2GRL
86.D34,0.013,RETAIL,34,CNFacebook,0.089247,MOLT00**KDM*2GRL
86.D35,0.013,RETAIL,35,CNNetflix,0.089247,MOLT00**KDM*2GRL
86.D36,0.013,RETAIL,36,CNConversant,0.089247,MOLT00**KDM*2GRL
86.D37,0.013,EBIS,37,CNGoogle,0.089247,MOLT00**KDM*2GRL
86.D38,0.013,EBIS,38,CNFacebook,0.089247,MOLT00**KDM*2GRL
86.D39,0.013,EBIS,39,CNNetflix,0.089247,MOLT00**KDM*2GRL
86.D40,0.013,EBIS,40,CNConversant,0.089247,MOLT00**KDM*2GRL
86.D41,0.013,WHOLESALE,41,CNGoogle,0.089247,MOLT00**KDM*2GRL
86.D42,0.013,WHOLESALE,42,CNFacebook,0.089247,MOLT00**KDM*2GRL
86.D43,0.013,WHOLESALE,43,CNNetflix,0.089247,MOLT00**KDM*2GRL
86.D44,0.013,WHOLESALE,44,CNConversant,0.089247,MOLT00**KDM*2GRL
86.D45,0.027000001,MOBILE,45,CNGoogle,0.178494,MOLT00**KDM*2GRL
86.D46,0.027000001,MOBILE,46,CNFacebook,0.178494,MOLT00**KDM*2GRL
86.D47,0.027000001,MOBILE,47,CNNetflix,0.178494,MOLT00**KDM*2GRL
86.D48,0.027000001,MOBILE,48,CNConversant,0.178494,MOLT00**KDM*2GRL
86.D49,0.017999999,RETAIL,49,CNIptv,0.118996,MOLT00**KDM*2GRL
86.D50,0.017999999,EBIS,50,CNIptv,0.118996,MOLT00**KDM*2GRL
87.D1,0.015,RETAIL,1,CGW2*.BTC,0.101,MOLT00**KDM*2LDV
87.D2,0.015,RETAIL,2,CGW*.BDS,0.101,MOLT00**KDM*2LDV
87.D3,0.015,RETAIL,3,CGW*.MDO,0.101,MOLT00**KDM*2LDV
87.D4,0.015,RETAIL,4,CGW*.PNK,0.101,MOLT00**KDM*2LDV
87.D5,0.015,RETAIL,5,TEL#_CGW2*.BDS,0.101,MOLT00**KDM*2LDV
87.D6,0.015,RETAIL,6,TEL#_CGW2**BDS,0.101,MOLT00**KDM*2LDV
87.D7,0.015,RETAIL,7,TEL#_CGW*.BDS,0.101,MOLT00**KDM*2LDV
87.D8,0.015,RETAIL,8,CGW2*.BTC,0.101,MOLT00**KDM*2LDV
87.D9,0.015,RETAIL,9,CGW*.BDS,0.101,MOLT00**KDM*2LDV
87.D10,0.015,RETAIL,10,CGW2*.BTC,0.101,MOLT00**KDM*2LDV
87.D11,0.015,RETAIL,11,CGW*.BDS,0.101,MOLT00**KDM*2LDV
87.D12,0.015,RETAIL,12,CGW2*.BTC,0.101,MOLT00**KDM*2LDV
87.D13,0.015,RETAIL,13,CGW*.BDS,0.101,MOLT00**KDM*2LDV
87.D14,0.015,RETAIL,14,CGW*.MDO,0.101,MOLT00**KDM*2LDV
87.D15,0.015,RETAIL,15,CGW*.PNK,0.101,MOLT00**KDM*2LDV
87.D16,0.015,RETAIL,16,TEL#_CGW2*.BDS,0.101,MOLT00**KDM*2LDV
87.D17,0.015,RETAIL,17,TEL#_CGW2**BDS,0.101,MOLT00**KDM*2LDV
87.D18,0.015,RETAIL,18,TEL#_CGW*.BDS,0.101,MOLT00**KDM*2LDV
87.D19,0.015,RETAIL,19,CGW2*.BTC,0.101,MOLT00**KDM*2LDV
87.D20,0.015,RETAIL,20,CGW*.BDS,0.101,MOLT00**KDM*2LDV
87.D21,0.015,RETAIL,21,CGW2*.BTC,0.101,MOLT00**KDM*2LDV
87.D22,0.015,RETAIL,22,CGW*.BDS,0.101,MOLT00**KDM*2LDV
87.D23,0.015,RETAIL,23,CGW2*.BTC,0.101,MOLT00**KDM*2LDV
87.D24,0.015,RETAIL,24,CGW*.BDS,0.101,MOLT00**KDM*2LDV
87.D25,0.015,RETAIL,25,CGW2*.BTC,0.101,MOLT00**KDM*2LDV
87.D26,0.015,RETAIL,26,CGW*.BDS,0.101,MOLT00**KDM*2LDV
87.D27,0.029999999,EBIS,27,CGW2*.BTC,0.202,MOLT00**KDM*2LDV
87.D28,0.029999999,EBIS,28,CGW*.BDS,0.202,MOLT00**KDM*2LDV
87.D29,0.045000002,WHOLESALE,29,CGW*.BDS,0.303,MOLT00**KDM*2LDV
87.D30,0.045000002,WHOLESALE,30,CGW*.MDO,0.303,MOLT00**KDM*2LDV
87.D31,0.061000001,MOBILE,31,CGW*.BDS,0.404,MOLT00**KDM*2LDV
87.D32,0.061000001,MOBILE,32,CGW*.MDO,0.404,MOLT00**KDM*2LDV
87.D33,0.015,RETAIL,33,CNGoogle,0.101,MOLT00**KDM*2LDV
87.D34,0.015,RETAIL,34,CNFacebook,0.101,MOLT00**KDM*2LDV
87.D35,0.015,RETAIL,35,CNNetflix,0.101,MOLT00**KDM*2LDV
87.D36,0.015,RETAIL,36,CNConversant,0.101,MOLT00**KDM*2LDV
87.D37,0.015,EBIS,37,CNGoogle,0.101,MOLT00**KDM*2LDV
87.D38,0.015,EBIS,38,CNFacebook,0.101,MOLT00**KDM*2LDV
87.D39,0.015,EBIS,39,CNNetflix,0.101,MOLT00**KDM*2LDV
87.D40,0.015,EBIS,40,CNConversant,0.101,MOLT00**KDM*2LDV
87.D41,0.015,WHOLESALE,41,CNGoogle,0.101,MOLT00**KDM*2LDV
87.D42,0.015,WHOLESALE,42,CNFacebook,0.101,MOLT00**KDM*2LDV
87.D43,0.015,WHOLESALE,43,CNNetflix,0.101,MOLT00**KDM*2LDV
87.D44,0.015,WHOLESALE,44,CNConversant,0.101,MOLT00**KDM*2LDV
87.D45,0.029999999,MOBILE,45,CNGoogle,0.202,MOLT00**KDM*2LDV
87.D46,0.029999999,MOBILE,46,CNFacebook,0.202,MOLT00**KDM*2LDV
87.D47,0.029999999,MOBILE,47,CNNetflix,0.202,MOLT00**KDM*2LDV
87.D48,0.029999999,MOBILE,48,CNConversant,0.202,MOLT00**KDM*2LDV
87.D49,0.02,RETAIL,49,CNIptv,0.134666667,MOLT00**KDM*2LDV
87.D50,0.02,EBIS,50,CNIptv,0.134666667,MOLT00**KDM*2LDV
88.D1,0.004,RETAIL,1,CGW2*.BTC,0.025623,MOLT00**MGO*3BGJ
88.D2,0.004,RETAIL,2,CGW*.BDS,0.025623,MOLT00**MGO*3BGJ
88.D3,0.004,RETAIL,3,CGW*.MDO,0.025623,MOLT00**MGO*3BGJ
88.D4,0.004,RETAIL,4,CGW*.PNK,0.025623,MOLT00**MGO*3BGJ
88.D5,0.004,RETAIL,5,TEL#_CGW2*.BDS,0.025623,MOLT00**MGO*3BGJ
88.D6,0.004,RETAIL,6,TEL#_CGW2**BDS,0.025623,MOLT00**MGO*3BGJ
88.D7,0.004,RETAIL,7,TEL#_CGW*.BDS,0.025623,MOLT00**MGO*3BGJ
88.D8,0.004,RETAIL,8,CGW2*.BTC,0.025623,MOLT00**MGO*3BGJ
88.D9,0.004,RETAIL,9,CGW*.BDS,0.025623,MOLT00**MGO*3BGJ
88.D10,0.004,RETAIL,10,CGW2*.BTC,0.025623,MOLT00**MGO*3BGJ
88.D11,0.004,RETAIL,11,CGW*.BDS,0.025623,MOLT00**MGO*3BGJ
88.D12,0.004,RETAIL,12,CGW2*.BTC,0.025623,MOLT00**MGO*3BGJ
88.D13,0.004,RETAIL,13,CGW*.BDS,0.025623,MOLT00**MGO*3BGJ
88.D14,0.004,RETAIL,14,CGW*.MDO,0.025623,MOLT00**MGO*3BGJ
88.D15,0.004,RETAIL,15,CGW*.PNK,0.025623,MOLT00**MGO*3BGJ
88.D16,0.004,RETAIL,16,TEL#_CGW2*.BDS,0.025623,MOLT00**MGO*3BGJ
88.D17,0.004,RETAIL,17,TEL#_CGW2**BDS,0.025623,MOLT00**MGO*3BGJ
88.D18,0.004,RETAIL,18,TEL#_CGW*.BDS,0.025623,MOLT00**MGO*3BGJ
88.D19,0.004,RETAIL,19,CGW2*.BTC,0.025623,MOLT00**MGO*3BGJ
88.D20,0.004,RETAIL,20,CGW*.BDS,0.025623,MOLT00**MGO*3BGJ
88.D21,0.004,RETAIL,21,CGW2*.BTC,0.025623,MOLT00**MGO*3BGJ
88.D22,0.004,RETAIL,22,CGW*.BDS,0.025623,MOLT00**MGO*3BGJ
88.D23,0.004,RETAIL,23,CGW2*.BTC,0.025623,MOLT00**MGO*3BGJ
88.D24,0.004,RETAIL,24,CGW*.BDS,0.025623,MOLT00**MGO*3BGJ
88.D25,0.004,RETAIL,25,CGW2*.BTC,0.025623,MOLT00**MGO*3BGJ
88.D26,0.004,RETAIL,26,CGW*.BDS,0.025623,MOLT00**MGO*3BGJ
88.D27,0.008,EBIS,27,CGW2*.BTC,0.051246,MOLT00**MGO*3BGJ
88.D28,0.008,EBIS,28,CGW*.BDS,0.051246,MOLT00**MGO*3BGJ
88.D29,0.012,WHOLESALE,29,CGW*.BDS,0.076869,MOLT00**MGO*3BGJ
88.D30,0.012,WHOLESALE,30,CGW*.MDO,0.076869,MOLT00**MGO*3BGJ
88.D31,0.015,MOBILE,31,CGW*.BDS,0.102492,MOLT00**MGO*3BGJ
88.D32,0.015,MOBILE,32,CGW*.MDO,0.102492,MOLT00**MGO*3BGJ
88.D33,0.004,RETAIL,33,CNGoogle,0.025623,MOLT00**MGO*3BGJ
88.D34,0.004,RETAIL,34,CNFacebook,0.025623,MOLT00**MGO*3BGJ
88.D35,0.004,RETAIL,35,CNNetflix,0.025623,MOLT00**MGO*3BGJ
88.D36,0.004,RETAIL,36,CNConversant,0.025623,MOLT00**MGO*3BGJ
88.D37,0.004,EBIS,37,CNGoogle,0.025623,MOLT00**MGO*3BGJ
88.D38,0.004,EBIS,38,CNFacebook,0.025623,MOLT00**MGO*3BGJ
88.D39,0.004,EBIS,39,CNNetflix,0.025623,MOLT00**MGO*3BGJ
88.D40,0.004,EBIS,40,CNConversant,0.025623,MOLT00**MGO*3BGJ
88.D41,0.004,WHOLESALE,41,CNGoogle,0.025623,MOLT00**MGO*3BGJ
88.D42,0.004,WHOLESALE,42,CNFacebook,0.025623,MOLT00**MGO*3BGJ
88.D43,0.004,WHOLESALE,43,CNNetflix,0.025623,MOLT00**MGO*3BGJ
88.D44,0.004,WHOLESALE,44,CNConversant,0.025623,MOLT00**MGO*3BGJ
88.D45,0.008,MOBILE,45,CNGoogle,0.051246,MOLT00**MGO*3BGJ
88.D46,0.008,MOBILE,46,CNFacebook,0.051246,MOLT00**MGO*3BGJ
88.D47,0.008,MOBILE,47,CNNetflix,0.051246,MOLT00**MGO*3BGJ
88.D48,0.008,MOBILE,48,CNConversant,0.051246,MOLT00**MGO*3BGJ
88.D49,0.005,RETAIL,49,CNIptv,0.034164,MOLT00**MGO*3BGJ
88.D50,0.005,EBIS,50,CNIptv,0.034164,MOLT00**MGO*3BGJ
89.D1,0.004,RETAIL,1,CGW2*.BTC,0.025623,MOLT00**MGO*3DTA
89.D2,0.004,RETAIL,2,CGW*.BDS,0.025623,MOLT00**MGO*3DTA
89.D3,0.004,RETAIL,3,CGW*.MDO,0.025623,MOLT00**MGO*3DTA
89.D4,0.004,RETAIL,4,CGW*.PNK,0.025623,MOLT00**MGO*3DTA
89.D5,0.004,RETAIL,5,TEL#_CGW2*.BDS,0.025623,MOLT00**MGO*3DTA
89.D6,0.004,RETAIL,6,TEL#_CGW2**BDS,0.025623,MOLT00**MGO*3DTA
89.D7,0.004,RETAIL,7,TEL#_CGW*.BDS,0.025623,MOLT00**MGO*3DTA
89.D8,0.004,RETAIL,8,CGW2*.BTC,0.025623,MOLT00**MGO*3DTA
89.D9,0.004,RETAIL,9,CGW*.BDS,0.025623,MOLT00**MGO*3DTA
89.D10,0.004,RETAIL,10,CGW2*.BTC,0.025623,MOLT00**MGO*3DTA
89.D11,0.004,RETAIL,11,CGW*.BDS,0.025623,MOLT00**MGO*3DTA
89.D12,0.004,RETAIL,12,CGW2*.BTC,0.025623,MOLT00**MGO*3DTA
89.D13,0.004,RETAIL,13,CGW*.BDS,0.025623,MOLT00**MGO*3DTA
89.D14,0.004,RETAIL,14,CGW*.MDO,0.025623,MOLT00**MGO*3DTA
89.D15,0.004,RETAIL,15,CGW*.PNK,0.025623,MOLT00**MGO*3DTA
89.D16,0.004,RETAIL,16,TEL#_CGW2*.BDS,0.025623,MOLT00**MGO*3DTA
89.D17,0.004,RETAIL,17,TEL#_CGW2**BDS,0.025623,MOLT00**MGO*3DTA
89.D18,0.004,RETAIL,18,TEL#_CGW*.BDS,0.025623,MOLT00**MGO*3DTA
89.D19,0.004,RETAIL,19,CGW2*.BTC,0.025623,MOLT00**MGO*3DTA
89.D20,0.004,RETAIL,20,CGW*.BDS,0.025623,MOLT00**MGO*3DTA
89.D21,0.004,RETAIL,21,CGW2*.BTC,0.025623,MOLT00**MGO*3DTA
89.D22,0.004,RETAIL,22,CGW*.BDS,0.025623,MOLT00**MGO*3DTA
89.D23,0.004,RETAIL,23,CGW2*.BTC,0.025623,MOLT00**MGO*3DTA
89.D24,0.004,RETAIL,24,CGW*.BDS,0.025623,MOLT00**MGO*3DTA
89.D25,0.004,RETAIL,25,CGW2*.BTC,0.025623,MOLT00**MGO*3DTA
89.D26,0.004,RETAIL,26,CGW*.BDS,0.025623,MOLT00**MGO*3DTA
89.D27,0.008,EBIS,27,CGW2*.BTC,0.051246,MOLT00**MGO*3DTA
89.D28,0.008,EBIS,28,CGW*.BDS,0.051246,MOLT00**MGO*3DTA
89.D29,0.012,WHOLESALE,29,CGW*.BDS,0.076869,MOLT00**MGO*3DTA
89.D30,0.012,WHOLESALE,30,CGW*.MDO,0.076869,MOLT00**MGO*3DTA
89.D31,0.015,MOBILE,31,CGW*.BDS,0.102492,MOLT00**MGO*3DTA
89.D32,0.015,MOBILE,32,CGW*.MDO,0.102492,MOLT00**MGO*3DTA
89.D33,0.004,RETAIL,33,CNGoogle,0.025623,MOLT00**MGO*3DTA
89.D34,0.004,RETAIL,34,CNFacebook,0.025623,MOLT00**MGO*3DTA
89.D35,0.004,RETAIL,35,CNNetflix,0.025623,MOLT00**MGO*3DTA
89.D36,0.004,RETAIL,36,CNConversant,0.025623,MOLT00**MGO*3DTA
89.D37,0.004,EBIS,37,CNGoogle,0.025623,MOLT00**MGO*3DTA
89.D38,0.004,EBIS,38,CNFacebook,0.025623,MOLT00**MGO*3DTA
89.D39,0.004,EBIS,39,CNNetflix,0.025623,MOLT00**MGO*3DTA
89.D40,0.004,EBIS,40,CNConversant,0.025623,MOLT00**MGO*3DTA
89.D41,0.004,WHOLESALE,41,CNGoogle,0.025623,MOLT00**MGO*3DTA
89.D42,0.004,WHOLESALE,42,CNFacebook,0.025623,MOLT00**MGO*3DTA
89.D43,0.004,WHOLESALE,43,CNNetflix,0.025623,MOLT00**MGO*3DTA
89.D44,0.004,WHOLESALE,44,CNConversant,0.025623,MOLT00**MGO*3DTA
89.D45,0.008,MOBILE,45,CNGoogle,0.051246,MOLT00**MGO*3DTA
89.D46,0.008,MOBILE,46,CNFacebook,0.051246,MOLT00**MGO*3DTA
89.D47,0.008,MOBILE,47,CNNetflix,0.051246,MOLT00**MGO*3DTA
89.D48,0.008,MOBILE,48,CNConversant,0.051246,MOLT00**MGO*3DTA
89.D49,0.005,RETAIL,49,CNIptv,0.034164,MOLT00**MGO*3DTA
89.D50,0.005,EBIS,50,CNIptv,0.034164,MOLT00**MGO*3DTA
90.D1,0.006,RETAIL,1,CGW2*.BTC,0.041939,MOLT00**MGO*3GDH
90.D2,0.006,RETAIL,2,CGW*.BDS,0.041939,MOLT00**MGO*3GDH
90.D3,0.006,RETAIL,3,CGW*.MDO,0.041939,MOLT00**MGO*3GDH
90.D4,0.006,RETAIL,4,CGW*.PNK,0.041939,MOLT00**MGO*3GDH
90.D5,0.006,RETAIL,5,TEL#_CGW2*.BDS,0.041939,MOLT00**MGO*3GDH
90.D6,0.006,RETAIL,6,TEL#_CGW2**BDS,0.041939,MOLT00**MGO*3GDH
90.D7,0.006,RETAIL,7,TEL#_CGW*.BDS,0.041939,MOLT00**MGO*3GDH
90.D8,0.006,RETAIL,8,CGW2*.BTC,0.041939,MOLT00**MGO*3GDH
90.D9,0.006,RETAIL,9,CGW*.BDS,0.041939,MOLT00**MGO*3GDH
90.D10,0.006,RETAIL,10,CGW2*.BTC,0.041939,MOLT00**MGO*3GDH
90.D11,0.006,RETAIL,11,CGW*.BDS,0.041939,MOLT00**MGO*3GDH
90.D12,0.006,RETAIL,12,CGW2*.BTC,0.041939,MOLT00**MGO*3GDH
90.D13,0.006,RETAIL,13,CGW*.BDS,0.041939,MOLT00**MGO*3GDH
90.D14,0.006,RETAIL,14,CGW*.MDO,0.041939,MOLT00**MGO*3GDH
90.D15,0.006,RETAIL,15,CGW*.PNK,0.041939,MOLT00**MGO*3GDH
90.D16,0.006,RETAIL,16,TEL#_CGW2*.BDS,0.041939,MOLT00**MGO*3GDH
90.D17,0.006,RETAIL,17,TEL#_CGW2**BDS,0.041939,MOLT00**MGO*3GDH
90.D18,0.006,RETAIL,18,TEL#_CGW*.BDS,0.041939,MOLT00**MGO*3GDH
90.D19,0.006,RETAIL,19,CGW2*.BTC,0.041939,MOLT00**MGO*3GDH
90.D20,0.006,RETAIL,20,CGW*.BDS,0.041939,MOLT00**MGO*3GDH
90.D21,0.006,RETAIL,21,CGW2*.BTC,0.041939,MOLT00**MGO*3GDH
90.D22,0.006,RETAIL,22,CGW*.BDS,0.041939,MOLT00**MGO*3GDH
90.D23,0.006,RETAIL,23,CGW2*.BTC,0.041939,MOLT00**MGO*3GDH
90.D24,0.006,RETAIL,24,CGW*.BDS,0.041939,MOLT00**MGO*3GDH
90.D25,0.006,RETAIL,25,CGW2*.BTC,0.041939,MOLT00**MGO*3GDH
90.D26,0.006,RETAIL,26,CGW*.BDS,0.041939,MOLT00**MGO*3GDH
90.D27,0.013,EBIS,27,CGW2*.BTC,0.083878,MOLT00**MGO*3GDH
90.D28,0.013,EBIS,28,CGW*.BDS,0.083878,MOLT00**MGO*3GDH
90.D29,0.018999999,WHOLESALE,29,CGW*.BDS,0.125817,MOLT00**MGO*3GDH
90.D30,0.018999999,WHOLESALE,30,CGW*.MDO,0.125817,MOLT00**MGO*3GDH
